emp_no,title,salary
109729,Senior Engineer,52488
109730,Senior Engineer,40000
109734,Senior Engineer,74932
109740,Senior Staff,62950
109747,Senior Staff,61675
109748,Senior Engineer,47780
109775,Senior Staff,40000
109787,Senior Staff,43871
109790,Senior Engineer,51766
109793,Senior Engineer,40000
109795,Senior Staff,73482
109798,Technique Leader,64397
109799,Senior Engineer,40368
109809,Senior Engineer,41558
109811,Senior Engineer,40000
109820,Assistant Engineer,40000
109824,Senior Staff,94388
109827,Technique Leader,40000
109837,Senior Staff,40000
109851,Senior Staff,49527
109852,Senior Staff,77482
109867,Senior Engineer,40000
109878,Senior Engineer,57669
109885,Senior Staff,40000
109898,Senior Engineer,40000
109902,Senior Staff,64201
109903,Senior Staff,76816
109915,Senior Staff,40025
109938,Senior Engineer,51333
109947,Engineer,41681
109949,Senior Engineer,52796
109951,Senior Engineer,40000
109966,Senior Staff,87742
109970,Senior Engineer,40000
109990,Senior Staff,40000
109991,Senior Engineer,40000
109993,Senior Staff,48668
109996,Senior Staff,79341
109997,Senior Engineer,47339
109998,Staff,59220
109999,Technique Leader,40000
110183,Staff,48291
110386,Technique Leader,40000
111133,Manager,71148
111534,Manager,48077
111692,Staff,40000
200008,Senior Staff,52321
200030,Senior Engineer,63520
200047,Senior Staff,40000
200048,Senior Engineer,48983
200050,Senior Engineer,52901
200054,Senior Engineer,42684
200057,Engineer,60889
200060,Engineer,63695
200069,Senior Staff,48019
200070,Senior Engineer,40000
200071,Senior Staff,66862
200074,Senior Staff,72319
200078,Senior Engineer,52194
200079,Senior Staff,63691
200089,Senior Staff,40000
200108,Senior Engineer,40000
200116,Senior Staff,81381
200128,Senior Engineer,66032
200130,Senior Staff,40000
200148,Engineer,58462
200150,Staff,42470
200166,Staff,77035
200171,Senior Staff,40000
200183,Staff,40000
200185,Senior Staff,47315
200196,Senior Engineer,58069
200201,Senior Engineer,100982
200202,Senior Staff,63975
200212,Senior Staff,64457
200216,Engineer,70351
200218,Senior Staff,69187
200221,Senior Staff,40000
200247,Senior Staff,92900
200251,Engineer,41507
200256,Senior Staff,40000
200260,Senior Engineer,48903
200264,Senior Engineer,40403
200274,Senior Staff,50639
200289,Senior Staff,55063
200317,Engineer,47715
200324,Senior Engineer,40593
200331,Staff,40000
200332,Engineer,86090
200333,Senior Engineer,40000
200334,Senior Engineer,58014
200342,Senior Staff,40000
200348,Senior Engineer,56392
200352,Senior Engineer,44625
200357,Senior Staff,48376
200365,Engineer,62371
200368,Technique Leader,41836
200370,Senior Engineer,51011
200380,Senior Engineer,40000
200382,Senior Staff,90953
200386,Senior Engineer,64194
200399,Senior Engineer,40000
200400,Senior Staff,52654
200411,Senior Staff,40000
200413,Senior Staff,40000
200433,Senior Staff,74513
200434,Assistant Engineer,43852
200443,Senior Staff,49111
200455,Senior Staff,69170
200460,Engineer,52647
200476,Senior Engineer,43907
200486,Senior Staff,40000
200491,Senior Engineer,75846
200492,Staff,40000
200499,Senior Staff,78425
200503,Senior Staff,40000
200511,Staff,70017
200512,Senior Staff,40000
200526,Engineer,40000
200564,Senior Staff,47183
200575,Senior Staff,52133
200586,Senior Engineer,74919
200593,Staff,40000
200601,Senior Staff,56423
200605,Staff,59136
200612,Senior Staff,74722
200618,Staff,89477
200645,Staff,41267
200658,Senior Staff,67624
200666,Senior Staff,40000
200684,Senior Staff,57248
200687,Senior Engineer,40000
200695,Senior Engineer,40000
200700,Senior Staff,40000
200702,Senior Engineer,42004
200714,Senior Staff,42644
200715,Senior Staff,71476
200716,Engineer,40000
200722,Senior Staff,63586
200743,Senior Staff,79979
200749,Senior Engineer,68283
200750,Senior Staff,74181
200752,Senior Engineer,58289
200768,Senior Staff,64946
200776,Senior Staff,54093
200785,Staff,54217
200794,Staff,50084
200797,Senior Engineer,65682
200798,Senior Engineer,76330
200801,Senior Staff,40000
200809,Senior Staff,54821
200813,Senior Engineer,40000
200814,Senior Staff,45791
200842,Staff,40000
200863,Staff,56373
200864,Staff,46632
200880,Senior Staff,48873
200899,Senior Staff,40000
200904,Staff,50529
200906,Senior Engineer,59829
200909,Senior Staff,76993
200943,Senior Engineer,40000
200951,Senior Staff,55456
200953,Senior Engineer,40000
200954,Senior Staff,40000
200956,Senior Staff,87972
200958,Staff,62480
200959,Senior Engineer,40000
200962,Senior Staff,40000
200971,Senior Staff,60538
200984,Senior Staff,40000
200985,Senior Staff,76045
200995,Staff,47734
200998,Staff,45738
200999,Senior Engineer,40000
201007,Senior Staff,83280
201014,Senior Staff,54629
201034,Senior Staff,40000
201083,Staff,44833
201089,Senior Engineer,48618
201092,Senior Engineer,40000
201094,Engineer,52093
201098,Engineer,40000
201104,Senior Engineer,44530
201109,Senior Staff,93983
201122,Technique Leader,61830
201124,Engineer,40000
201126,Senior Engineer,59330
201127,Senior Staff,58428
201132,Senior Staff,75406
201135,Senior Staff,49387
201141,Senior Staff,69788
201150,Assistant Engineer,69972
201153,Engineer,53567
201157,Staff,46156
201165,Senior Staff,86612
201171,Engineer,40000
201173,Senior Engineer,40000
201176,Senior Staff,63162
201178,Senior Staff,60543
201190,Technique Leader,52202
201191,Staff,69716
201192,Engineer,40000
201194,Senior Staff,63476
201195,Senior Staff,78183
201205,Senior Engineer,40000
201213,Senior Engineer,40000
201224,Senior Engineer,40000
201228,Senior Staff,87250
201231,Engineer,40000
201238,Senior Staff,40000
201246,Senior Engineer,40000
201250,Senior Engineer,57110
201256,Senior Engineer,56409
201265,Senior Staff,75702
201266,Senior Staff,74676
201269,Senior Engineer,47634
201276,Senior Staff,59254
201278,Senior Engineer,58097
201280,Senior Engineer,55245
201293,Senior Staff,40000
201298,Staff,43950
201300,Senior Engineer,58173
201305,Senior Engineer,49466
201306,Senior Staff,53219
201309,Staff,63322
201324,Senior Engineer,80344
201327,Senior Staff,40000
201331,Senior Staff,50143
201333,Senior Engineer,47424
201342,Senior Engineer,41467
201346,Senior Engineer,40000
201348,Senior Engineer,75576
201358,Senior Staff,87898
201362,Senior Staff,86354
201366,Technique Leader,40000
201368,Senior Engineer,42659
201374,Senior Engineer,53659
201379,Technique Leader,46684
201381,Senior Engineer,41329
201383,Senior Engineer,55929
201410,Technique Leader,46676
201424,Engineer,40000
201426,Senior Staff,40000
201429,Senior Engineer,57495
201430,Engineer,40000
201433,Senior Staff,56043
201436,Senior Engineer,51793
201444,Senior Engineer,44157
201453,Senior Engineer,58347
201462,Senior Staff,54790
201465,Senior Engineer,56714
201466,Staff,40000
201479,Engineer,77604
201492,Senior Staff,40000
201517,Senior Staff,74190
201524,Senior Engineer,44027
201533,Senior Staff,76504
201536,Senior Engineer,60918
201544,Staff,91768
201547,Senior Staff,64402
201560,Senior Staff,40000
201563,Senior Staff,52848
201564,Senior Engineer,40000
201573,Senior Engineer,50948
201583,Senior Staff,40000
201603,Senior Engineer,40000
201614,Senior Staff,51992
201618,Senior Staff,40000
201621,Senior Staff,86896
201628,Senior Engineer,41834
201633,Senior Staff,52698
201641,Senior Engineer,40000
201645,Senior Staff,78999
201651,Senior Engineer,40000
201662,Senior Engineer,67451
201672,Staff,42339
201678,Senior Engineer,40000
201686,Senior Engineer,40000
201688,Engineer,46265
201693,Staff,40000
201699,Staff,58150
201701,Senior Engineer,40346
201714,Senior Engineer,40000
201729,Senior Engineer,40000
201733,Engineer,40000
201742,Senior Staff,71622
201777,Senior Staff,73596
201782,Senior Engineer,45207
201796,Senior Engineer,59063
201810,Engineer,58502
201819,Senior Staff,40000
201821,Senior Engineer,40000
201848,Senior Staff,72206
201854,Senior Engineer,47132
201860,Senior Engineer,69878
201878,Staff,66841
201879,Senior Staff,51698
201884,Engineer,40000
201887,Engineer,40000
201891,Senior Staff,44256
201896,Senior Engineer,66598
201911,Senior Staff,65051
201914,Senior Staff,40000
201917,Engineer,55961
201931,Technique Leader,40000
201933,Staff,79754
201936,Senior Staff,60784
201944,Senior Engineer,40000
201953,Senior Engineer,40000
201956,Senior Engineer,47312
201957,Senior Engineer,44985
201958,Senior Engineer,56109
201959,Senior Engineer,40000
201964,Engineer,43436
201974,Senior Engineer,63134
201976,Engineer,40000
201979,Senior Staff,83651
201983,Senior Staff,54957
201988,Senior Engineer,57366
201992,Senior Staff,40000
201997,Senior Staff,54263
202000,Senior Engineer,52343
202006,Engineer,49739
202013,Senior Staff,43291
202014,Senior Staff,61680
202023,Senior Engineer,64489
202027,Senior Staff,69583
202033,Senior Engineer,40000
202042,Senior Staff,73669
202054,Senior Staff,57523
202059,Senior Staff,40000
202063,Staff,54353
202075,Staff,40000
202083,Senior Staff,40000
202111,Senior Staff,40000
202119,Senior Staff,57403
202142,Senior Engineer,61522
202144,Senior Engineer,40000
202145,Senior Engineer,40000
202149,Senior Staff,86001
202154,Engineer,67732
202161,Senior Engineer,50799
202163,Senior Staff,42545
202173,Senior Staff,40000
202175,Technique Leader,54832
202179,Senior Engineer,40000
202190,Senior Engineer,41116
202211,Senior Engineer,53954
202223,Senior Staff,82928
202232,Senior Engineer,40000
202243,Senior Staff,60253
202246,Senior Engineer,40000
202257,Engineer,51345
202271,Staff,71249
202276,Senior Engineer,40000
202281,Engineer,40000
202301,Senior Engineer,40000
202309,Senior Staff,45539
202310,Senior Staff,79767
202315,Senior Staff,73130
202328,Senior Engineer,40000
202337,Senior Engineer,40956
202339,Senior Staff,71658
202353,Senior Engineer,40000
202357,Engineer,43525
202358,Senior Engineer,40000
202360,Senior Staff,48372
202362,Senior Engineer,57141
202364,Senior Engineer,40000
202372,Senior Staff,58626
202375,Engineer,45256
202379,Engineer,40000
202386,Senior Staff,86296
202393,Senior Engineer,40000
202407,Senior Staff,40000
202417,Senior Engineer,61675
202418,Senior Staff,55459
202420,Engineer,44208
202423,Senior Staff,65110
202427,Technique Leader,40000
202432,Engineer,56095
202433,Senior Engineer,71691
202435,Senior Engineer,57798
202437,Senior Staff,61784
202438,Senior Engineer,44429
202441,Senior Engineer,42821
202446,Engineer,62097
202449,Senior Engineer,48837
202452,Engineer,69700
202473,Senior Staff,53685
202490,Engineer,55866
202504,Technique Leader,46287
202507,Engineer,40000
202508,Staff,70372
202516,Technique Leader,40000
202517,Senior Engineer,45497
202521,Senior Engineer,40000
202539,Engineer,40000
202542,Senior Staff,40000
202549,Senior Engineer,54386
202553,Senior Staff,64897
202567,Senior Engineer,48187
202575,Senior Staff,74183
202599,Senior Engineer,50947
202605,Senior Staff,72543
202606,Senior Staff,53935
202610,Senior Engineer,49130
202614,Senior Staff,83616
202625,Senior Engineer,43366
202626,Senior Staff,62855
202627,Engineer,40000
202641,Engineer,50528
202651,Senior Staff,68939
202655,Engineer,49410
202661,Senior Staff,53227
202665,Senior Engineer,40000
202669,Technique Leader,42616
202673,Engineer,40000
202677,Senior Engineer,40000
202679,Senior Staff,40000
202691,Staff,40000
202701,Senior Engineer,40000
202711,Technique Leader,60933
202716,Senior Engineer,40000
202717,Senior Engineer,40000
202727,Senior Engineer,57828
202731,Engineer,50798
202736,Senior Staff,40000
202750,Senior Engineer,40000
202809,Senior Engineer,40000
202853,Senior Staff,64281
202854,Staff,67865
202881,Engineer,42915
202883,Senior Staff,44784
202890,Technique Leader,40000
202893,Senior Engineer,40154
202897,Staff,40000
202903,Engineer,50101
202905,Technique Leader,40000
202906,Engineer,40000
202910,Senior Staff,40000
202915,Senior Engineer,49216
202921,Senior Engineer,40000
202923,Senior Engineer,49816
202937,Senior Staff,85624
202941,Senior Staff,52694
202944,Engineer,54282
202948,Staff,54557
202949,Senior Engineer,40000
202963,Senior Staff,40000
202969,Senior Engineer,40000
202971,Senior Staff,66932
202977,Senior Staff,40000
202978,Senior Staff,46766
202982,Senior Staff,43727
202996,Senior Staff,54842
203000,Senior Staff,69892
203007,Senior Engineer,40000
203013,Senior Engineer,47870
203015,Senior Engineer,40000
203021,Engineer,40000
203024,Senior Engineer,43314
203030,Senior Engineer,64484
203033,Senior Engineer,40000
203050,Senior Staff,44513
203051,Senior Staff,40000
203053,Staff,86271
203065,Technique Leader,41620
203069,Senior Staff,85602
203084,Senior Engineer,41377
203085,Senior Engineer,40000
203086,Senior Staff,40000
203088,Senior Staff,87926
203101,Senior Engineer,40000
203104,Senior Staff,40000
203117,Senior Staff,50568
203118,Senior Staff,40000
203124,Engineer,40000
203125,Senior Engineer,40000
203126,Senior Staff,46452
203131,Senior Staff,78174
203137,Senior Staff,64804
203149,Senior Engineer,52254
203154,Senior Engineer,40000
203159,Senior Staff,40000
203171,Senior Staff,83906
203180,Senior Staff,74505
203187,Senior Staff,64706
203188,Senior Engineer,48114
203189,Senior Staff,57671
203194,Senior Staff,40000
203198,Senior Engineer,44606
203214,Senior Staff,76135
203216,Senior Staff,67596
203227,Senior Engineer,42879
203238,Senior Staff,72195
203244,Engineer,40296
203246,Technique Leader,40000
203247,Senior Staff,61596
203258,Engineer,46816
203268,Senior Staff,77285
203281,Engineer,44889
203286,Assistant Engineer,40000
203305,Senior Staff,113050
203308,Senior Engineer,51513
203309,Senior Staff,58072
203316,Senior Engineer,54174
203318,Senior Engineer,56536
203319,Staff,64319
203342,Senior Staff,66230
203346,Staff,44923
203360,Senior Engineer,40000
203364,Senior Staff,58905
203376,Senior Staff,40000
203377,Senior Engineer,49783
203380,Senior Engineer,40954
203385,Senior Staff,66717
203388,Senior Staff,51364
203390,Senior Engineer,66260
203395,Staff,81993
203398,Senior Engineer,40000
203405,Senior Staff,94090
203434,Senior Staff,80359
203436,Senior Engineer,40804
203438,Engineer,50365
203446,Engineer,51988
203459,Senior Staff,40000
203463,Senior Staff,40000
203465,Senior Staff,40000
203476,Senior Staff,40000
203481,Senior Engineer,59881
203484,Senior Staff,57018
203488,Senior Staff,46003
203493,Senior Engineer,40000
203522,Senior Staff,54630
203525,Senior Staff,40000
203541,Senior Engineer,40000
203555,Senior Staff,80969
203566,Senior Engineer,40000
203570,Senior Staff,84714
203576,Engineer,41393
203577,Senior Staff,61181
203578,Senior Staff,84216
203586,Senior Staff,84356
203588,Senior Engineer,54513
203591,Engineer,59129
203593,Senior Staff,71275
203595,Senior Staff,68863
203600,Senior Staff,68032
203608,Senior Staff,57721
203619,Staff,40000
203627,Senior Staff,52169
203631,Staff,107148
203639,Engineer,40000
203644,Senior Staff,43697
203645,Senior Staff,51864
203656,Senior Staff,71705
203657,Staff,77463
203667,Senior Staff,40000
203672,Senior Engineer,40000
203673,Senior Staff,40000
203688,Senior Staff,93104
203693,Senior Staff,40000
203695,Senior Staff,60401
203705,Senior Staff,63242
203759,Senior Staff,58729
203775,Senior Engineer,40000
203777,Senior Engineer,40702
203783,Senior Staff,64526
203790,Senior Engineer,41276
203792,Senior Staff,64537
203798,Senior Engineer,49539
203801,Engineer,40000
203808,Senior Staff,40000
203816,Engineer,40000
203821,Senior Engineer,48348
203831,Senior Engineer,45995
203836,Senior Staff,40000
203839,Senior Engineer,60338
203848,Senior Staff,55657
203849,Staff,65732
203856,Senior Staff,40000
203873,Senior Staff,57318
203883,Senior Engineer,40000
203896,Engineer,52631
203898,Senior Engineer,50377
203914,Senior Staff,40000
203933,Senior Staff,66712
203953,Senior Staff,72418
203963,Senior Engineer,53397
203967,Senior Engineer,55531
203972,Senior Engineer,71079
203975,Technique Leader,43949
203981,Staff,40000
203987,Senior Staff,48202
204011,Senior Engineer,78918
204014,Engineer,50089
204027,Senior Staff,52685
204029,Senior Staff,83543
204034,Senior Engineer,40000
204055,Staff,60936
204061,Engineer,40000
204062,Senior Staff,81517
204067,Senior Staff,81902
204090,Senior Staff,49175
204091,Senior Staff,62078
204097,Engineer,40000
204104,Senior Staff,93010
204106,Technique Leader,41574
204110,Staff,54596
204114,Senior Engineer,44277
204131,Senior Staff,40000
204134,Senior Staff,82203
204142,Senior Staff,62797
204149,Senior Staff,48386
204157,Senior Staff,69648
204159,Senior Staff,40000
204160,Senior Staff,43589
204170,Senior Staff,40000
204172,Senior Engineer,40000
204187,Senior Staff,57986
204206,Senior Staff,52432
204219,Senior Staff,76545
204220,Senior Staff,58868
204237,Senior Staff,82183
204242,Senior Engineer,78173
204248,Senior Staff,59771
204254,Senior Engineer,50770
204259,Senior Staff,40000
204287,Senior Staff,71074
